,ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longitude,Length,Type,Lanes,Name,User_ID_1,User_ID_2,User_ID_3,User_ID_4
1326,717532,118,W,7,37,44000.0,R4.52,38.051,34.272684000000005,-118.558209,0.5,ML,4,TAMPA,3518,,,
1327,717533,118,E,7,37,44000.0,R4.68,38.211,34.272223,-118.55546399999999,0.5,ML,4,TAMPA,3525,,,
1328,717534,118,E,7,37,44000.0,R4.68,38.211,34.272223,-118.55546399999999,0.5,HV,1,TAMPA,3525,,,
1329,717535,118,W,7,37,44000.0,R5.65,39.181,34.274745,-118.538826,0.6,ML,4,RESEDA,3519,,,
1330,717536,118,E,7,37,44000.0,R5.83,39.361,34.275083,-118.535822,0.6,ML,4,RESEDA,3524,,,
1331,717537,118,W,7,37,44000.0,R7.68,41.211000000000006,34.27815,-118.504149,0.555,ML,4,BALBOA 1,3520,,,
1332,717538,118,E,7,37,44000.0,R7.73,41.261,34.277904,-118.50338300000001,,FR,2,BALBOA SB,3523,,,
1333,717539,118,E,7,37,44000.0,R7.73,41.261,34.277904,-118.50338300000001,0.295,ML,4,BALBOA 1,3523,,,
1334,717540,118,E,7,37,44000.0,R7.73,41.261,34.277904,-118.50338300000001,0.295,HV,1,BALBOA 1,3523,,,
1335,717541,118,E,7,37,44000.0,R7.99,41.521,34.277556,-118.49888600000001,0.39,ML,5,BALBOA 2,3522,,,
1336,717542,118,E,7,37,44000.0,R7.99,41.521,34.277556,-118.49888600000001,0.39,HV,1,BALBOA 2,3522,,,
1337,717543,118,E,7,37,44000.0,R8.51,42.041000000000004,34.273127,-118.491528,0.47,ML,5,HAYVENHURST,3521,,,
1338,717544,118,W,7,37,44000.0,R8.51,42.041000000000004,34.273353,-118.491355,0.625,ML,5,HAYVENHURST,3521,,,
1339,717545,118,E,7,37,44000.0,R8.51,42.041000000000004,34.273127,-118.491528,0.47,HV,1,HAYVENHURST,3521,,,
1340,717546,118,W,7,37,44000.0,R8.93,42.461000000000006,34.268987,-118.48599899999999,0.495,ML,5,WOODLEY,3529,,,
1341,717547,118,E,7,37,44000.0,R8.93,42.461000000000006,34.268786999999996,-118.486194,0.495,ML,5,WOODLEY,3529,,,
1342,717548,118,W,7,111,72016.0,R29.36,30.291,34.281753,-118.681653,,OR,1,YOSEMITE SB,4529,,,
1343,717549,118,W,7,111,72016.0,R29.36,30.291,34.281753,-118.681653,0.1,ML,4,YOSEMITE 1,4529,,,
1344,717550,118,W,7,111,72016.0,R28.86,29.791,34.281760999999996,-118.690432,,FR,2,STEARNS NB,4531,,,
1345,717551,118,E,7,111,72016.0,R29.53,30.461,34.28145,-118.67870900000001,,OR,1,YOSEMITE SB,4528,,,
1346,717552,118,E,7,111,72016.0,R29.53,30.461,34.28145,-118.67870900000001,,FR,2,YOSEMITE SB,4528,,,
1347,717553,118,E,7,111,72016.0,R29.53,30.461,34.28145,-118.67870900000001,0.215,ML,4,YOSEMITE 1,4528,,,
1348,717554,118,W,7,111,49138.0,T19,19.949,34.292598999999996,-118.86008100000001,2.935,ML,2,PRINCETON/LA AVE,4574,,,
1349,717555,118,W,7,111,72016.0,R29.59,30.521,34.281746000000005,-118.677613,,OR,1,YOSEMITE NB,4527,,,
1350,717556,118,W,7,111,72016.0,R29.59,30.521,34.281746000000005,-118.677613,,FR,2,YOSEMITE NB,4527,,,
1351,717557,118,W,7,111,72016.0,R29.5,30.430999999999997,34.28175,-118.679194,0.3,ML,4,YOSEMITE 2,4527,,,
1352,717558,118,W,7,111,72016.0,R28.86,29.791,34.281760999999996,-118.690432,0.315,ML,4,STEARNS 2,4531,,,
1353,717559,118,E,7,111,72016.0,R29.73,30.660999999999998,34.281433,-118.675198,,OR,1,YOSEMITE NB,4526,,,
1354,717560,118,E,7,111,72016.0,R29.73,30.660999999999998,34.281433,-118.675198,0.215,ML,4,YOSEMITE 2,4526,,,
1355,717561,118,W,7,111,72016.0,R30.38,31.311,34.279351,-118.66424099999999,,OR,1,KUEHNER,4525,,,
1356,717562,118,W,7,111,72016.0,R30.38,31.311,34.279351,-118.66424099999999,1.26,ML,4,KUEHNER,4525,,,
1357,717563,118,E,7,111,72016.0,R30.82,31.750999999999998,34.276128,-118.658042,,OR,1,KUEHNER,4524,,,
1358,717564,118,E,7,111,72016.0,R30.82,31.750999999999998,34.276128,-118.658042,,FR,2,KUEHNER,4524,,,
1359,717565,118,E,7,111,72016.0,R30.82,31.750999999999998,34.276128,-118.658042,0.68,ML,4,KUEHNER,4524,,,
1360,717566,118,W,7,111,49138.0,T19.87,20.819000000000003,34.293436,-118.84476699999999,0.741,ML,2,COLLINS,4576,,,
1361,717567,118,E,7,111,,R32.53,33.461,34.268955,-118.634171,,OR,1,ROCKY PEAK 2,4523,,,
1362,717568,118,E,7,111,,R32.53,33.461,34.268955,-118.634171,0.7440000000000001,ML,4,ROCKY PEAK 2,4523,,,
1363,717570,134,E,7,37,44000.0,.95,0.95,34.153063,-118.359904,0.705,ML,4,CAHUENGA,3107,,,
1364,717571,134,W,7,37,44000.0,.95,0.95,34.153255,-118.35989599999999,0.76,ML,4,CAHUENGA,3107,,,
1365,717572,134,W,7,37,8954.0,2.86,2.86,34.153625,-118.327063,0.74,ML,4,BUENA VISTA,3496,,,
1366,717573,134,E,7,37,8954.0,3.04,3.04,34.154022999999995,-118.324031,0.55,ML,4,BUENA VISTA,3109,,,
1367,717574,134,E,7,37,44000.0,3.88,3.88,34.155121,-118.30974099999999,,FR,1,FOREST LAWN,3110,,,
1368,717576,134,W,7,37,44000.0,4.69,4.69,34.155640000000005,-118.29597,0.525,ML,4,RIVERSIDE,3498,,,
1369,717577,134,E,7,37,30000.0,R6.1,6.1,34.154438,-118.27245500000001,,FR,1,SAN FERNANDO,4191,,,
1370,717578,134,E,7,37,30000.0,R6.1,6.1,34.154438,-118.27245500000001,0.39,ML,4,SAN FERNANDO,4191,,,
1371,717579,134,E,7,37,30000.0,R6.48,6.48,34.155877000000004,-118.266072,,FR,1,PACIFIC,4192,,,
1372,717580,134,E,7,37,30000.0,R6.48,6.48,34.155877000000004,-118.266072,0.655,ML,4,PACIFIC,4192,,,
1373,717581,134,W,7,37,30000.0,R6.71,6.693,34.156458,-118.26215900000001,,FR,1,CENTRAL,3113,,,
1374,717582,134,W,7,37,30000.0,R6.71,6.693,34.156458,-118.26215900000001,0.585,ML,4,CENTRAL,3113,,,
1375,717583,134,E,7,37,30000.0,R7.41,7.41,34.156268,-118.25012,0.68,ML,4,BRAND,4194,,,
1376,717584,134,E,7,37,30000.0,R7.84,7.84,34.155839,-118.242691,,FR,3,GLENDALE SB,4195,,,
1377,717585,134,E,7,37,30000.0,R7.84,7.84,34.155839,-118.242691,0.285,ML,4,GLENDALE 1,4195,,,
1378,717586,134,E,7,37,30000.0,R7.84,7.84,34.155839,-118.242691,0.285,HV,1,GLENDALE 1,4195,,,
1379,717587,134,E,7,37,30000.0,R7.98,7.98,34.15489,-118.24035400000001,0.29,ML,5,GLENDALE 2,4196,,,
1380,717588,134,E,7,37,30000.0,R7.98,7.98,34.15489,-118.24035400000001,0.29,HV,1,GLENDALE 2,4196,,,
1381,717589,134,W,7,37,30000.0,R8.76,8.743,34.148123,-118.229499,,FR,1,HARVEY,4213,,,
1382,717590,134,W,7,37,30000.0,R8.76,8.743,34.148123,-118.229499,0.405,ML,4,HARVEY,4213,,,
1383,717591,134,E,7,37,30000.0,R8.92,8.92,34.146882,-118.227103,,FR,3,HARVEY,4197,,,
1384,717592,134,E,7,37,30000.0,R8.92,8.92,34.146882,-118.227103,0.405,ML,4,HARVEY,4197,,,
1385,717593,134,E,7,37,30000.0,R8.92,8.92,34.146882,-118.227103,0.405,HV,1,HARVEY,4197,,,
1386,717594,134,E,7,37,44000.0,R11.52,11.52,34.142229,-118.18445,,FR,2,FIGUEROA,4201,,,
1387,717595,134,E,7,37,44000.0,R11.52,11.52,34.142229,-118.18445,0.49,ML,4,FIGUEROA,4201,,,
1388,717596,134,W,7,37,44000.0,R11.49,11.472999999999999,34.142674,-118.18480100000001,,FR,1,FIGUEROA,4211,,,
1389,717597,134,W,7,37,44000.0,R11.49,11.472999999999999,34.142674,-118.18480100000001,0.49,ML,4,FIGUEROA,4211,,,
1390,717598,134,W,7,37,56000.0,R12.27,12.253,34.142896,-118.172193,,FR,1,SAN RAFAEL,4210,,,
1391,717599,134,W,7,37,56000.0,R12.27,12.253,34.142896,-118.172193,0.57,ML,4,SAN RAFAEL,4210,,,
1392,717600,134,E,7,37,56000.0,R12.45,12.45,34.144583000000004,-118.1678,,FR,1,SAN RAFAEL,4202,,,
1393,717601,134,E,7,37,56000.0,R12.45,12.45,34.144583000000004,-118.1678,0.77,ML,4,SAN RAFAEL,4202,,,
1394,717603,134,W,7,37,56000.0,R12.78,12.763,34.146519,-118.16240900000001,0.833,ML,5,ORANGE GROVE,4209,,,
1395,717604,134,W,7,37,56000.0,R12.78,12.763,34.146519,-118.16240900000001,0.833,HV,1,ORANGE GROVE,4209,,,
1396,717605,134,E,7,37,56000.0,R13.18,13.18,34.148278000000005,-118.15778799999998,,FR,1,ORANGE GROVE,4203,,,
1397,717606,134,E,7,37,56000.0,R13.18,13.18,34.148278000000005,-118.15778799999998,0.526,ML,4,ORANGE GROVE,4203,,,
1398,717607,134,E,7,37,56000.0,R13.18,13.18,34.148278000000005,-118.15778799999998,0.526,HV,1,ORANGE GROVE,4203,,,
1399,717608,170,S,7,37,44000.0,R15.96,3.0460000000000003,34.171634000000005,-118.388333,0.67,ML,4,BURBANK,3390,,,
1400,717609,170,S,7,37,44000.0,R15.96,3.0460000000000003,34.171634000000005,-118.388333,0.67,HV,1,BURBANK,3390,,,
1401,717610,170,S,7,37,44000.0,R16.6,3.6860000000000004,34.178734000000006,-118.394967,0.6,ML,4,OXNARD,3389,,,
1402,717611,170,S,7,37,44000.0,R17.13,4.216,34.184862,-118.40053799999998,,FR,1,VICTORY 1,3388,,,
1403,717612,170,S,7,37,44000.0,R17.16,4.246,34.185249,-118.40078700000001,0.35,ML,4,VICTORY 1,3388,,,
1404,717613,170,S,7,37,44000.0,R19.62,6.706,34.219986,-118.409792,0.805,ML,3,ROSCOE 1,3501,,,
1405,717614,170,S,7,37,44000.0,R20.27,7.356,34.23061,-118.410097,0.516,ML,3,ARLETA,3499,,,
1406,717615,210,W,7,37,56000.0,R22.32,22.3,34.182539,-118.171545,0.805,ML,4,ARROYO 1,4317,,,
1407,717616,210,E,7,37,56000.0,R22.62,22.6,34.179921,-118.167405,,FR,2,ARROYO,4243,,,
1408,717617,210,E,7,37,56000.0,R22.62,22.6,34.179921,-118.167405,0.78,ML,4,ARROYO,4243,,,
1409,717619,210,E,7,37,56000.0,R23.16,23.14,34.174756,-118.160407,,FR,2,LINCOLN 1,4244,,,
1410,717620,210,E,7,37,56000.0,R23.16,23.14,34.174756,-118.160407,0.78,ML,4,LINCOLN 1,4244,,,
1411,717622,210,W,7,37,56000.0,R23.02,23.0,34.176272999999995,-118.161942,0.745,ML,4,LINCOLN 1,4315,,,
1412,717623,210,W,7,37,56000.0,R23.92,23.9,34.164367999999996,-118.158093,,FR,2,MOUNTAIN 1,4314,,,
1413,717624,210,W,7,37,56000.0,R23.92,23.9,34.164367999999996,-118.158093,0.326,ML,5,MOUNTAIN 1,4314,,,
1414,717625,210,E,7,37,56000.0,R24.18,24.16,34.160546000000004,-118.158748,0.6509999999999999,ML,4,MOUNTAIN 2,4245,,,
1415,717627,210,W,7,37,56000.0,R24.92,24.9,34.15225,-118.154678,0.479,ML,2,WALNUT,4312,,,
1416,717628,210,E,7,37,56000.0,R24.83,24.81,34.152215999999996,-118.156144,0.33899999999999997,ML,1,WALNUT,4312,,,
1417,717630,210,W,7,37,56000.0,R25.42,25.4,34.152218,-118.14821,0.39,ML,4,FAIR OAKS 1,4311,,,
1418,717631,210,E,7,37,56000.0,R25.14,25.12,34.15099,-118.152369,0.455,ML,4,FAIR OAKS 1,4311,,,
1419,717632,210,W,7,37,56000.0,R25.42,25.4,34.152218,-118.14821,2.64,HV,1,FAIR OAKS 1,4311,,,
1420,717633,210,E,7,37,56000.0,R25.74,25.72,34.151691,-118.142523,0.675,ML,6,MARENGO,4522,,,
1421,717634,210,W,7,37,56000.0,R26.14,26.12,34.15195,-118.13555,0.56,ML,5,LAKE 1,4309,,,
1422,717635,210,E,7,37,56000.0,R26.49,26.47,34.151658000000005,-118.12943999999999,0.71,ML,5,LAKE 2,4248,,,
1423,717636,210,W,7,37,56000.0,R26.82,26.8,34.152357,-118.12371399999999,,FR,1,HILL,4308,,,
1424,717637,210,W,7,37,56000.0,R26.82,26.8,34.152357,-118.12371399999999,0.955,ML,5,HILL,4308,,,
1425,717638,210,E,7,37,56000.0,R27.16,27.14,34.152187,-118.117782,0.58,ML,5,HILL 1,4249,,,
1426,717640,210,E,7,37,56000.0,R27.65,27.63,34.152301,-118.10923899999999,0.77,ML,5,ALLEN,4250,,,
1427,717641,210,E,7,37,2462.0,R30.01,30.299,34.148554,-118.06405500000001,0.33,HV,1,MICHILLINDA,4254,,,
1428,717642,210,W,7,37,56000.0,R28.05,28.03,34.1527,-118.102255,0.735,ML,5,ALTADENA,4307,,,
1429,717643,210,W,7,37,56000.0,R28.05,28.03,34.1527,-118.102255,0.735,HV,1,ALTADENA,4307,,,
1430,717644,210,W,7,37,56000.0,R28.29,28.27,34.152727,-118.09806299999998,0.57,ML,5,SAN GABRIEL,4306,,,
1431,717645,210,W,7,37,56000.0,R28.29,28.27,34.152727,-118.09806299999998,0.57,HV,1,SAN GABRIEL,4306,,,
1432,717646,210,E,7,37,56000.0,R28.7,28.68,34.151406,-118.09104099999999,0.905,ML,5,SAN GABRIEL,4251,,,
1433,717648,210,W,7,37,56000.0,R29.19,29.17,34.148074,-118.08377,,FR,3,SIERRA MADRE V1,4305,,,
1434,717649,210,W,7,37,56000.0,R29.19,29.17,34.148074,-118.08377,0.805,ML,5,SIERRA MADRE V1,4305,,,
1435,717650,210,E,7,37,56000.0,R29.46,29.44,34.147621,-118.07903700000001,0.675,ML,5,SIERRA MADRE V2,4252,,,
1436,717651,210,E,7,37,56000.0,R29.46,29.44,34.147621,-118.07903700000001,,FR,1,SIERRA MADRE V2,4252,,,
1437,717652,210,W,7,37,,R29.59,29.879,34.148737,-118.071321,,FR,1,ROSEMEAD 1,4304,,,
1438,717653,210,W,7,37,,R29.59,29.879,34.148737,-118.071321,0.414,ML,5,ROSEMEAD 1,4304,,,
1439,717654,210,E,7,37,,R29.74,30.029,34.148522,-118.06868300000001,0.429,ML,4,ROSEMEAD 1,4253,,,
1440,717656,210,W,7,37,,R29.71,29.999000000000002,34.148823,-118.06920600000001,,FR,2,ROSEMEAD 2,4569,,,
1441,717657,210,W,7,37,,R29.71,29.999000000000002,34.148823,-118.06920600000001,0.13,ML,4,ROSEMEAD 2,4569,,,
1442,717658,210,E,7,37,2462.0,R30.01,30.299,34.148554,-118.06405500000001,,FR,2,MICHILLINDA,4254,,,
1443,717659,210,E,7,37,2462.0,R30.01,30.299,34.148554,-118.06405500000001,0.33,ML,4,MICHILLINDA,4254,,,
1444,717660,710,N,7,37,55618.0,R16.1,11.14,33.918675,-118.17873200000001,0.3,ML,4,FM RT 105,2902,,,
1445,717661,210,W,7,37,2462.0,R29.85,30.139,34.148876,-118.066773,0.345,ML,4,MICHILLINDA,4516,,,
1446,717662,210,W,7,37,2462.0,R30.49,30.779,34.14889,-118.055903,,FR,2,BALDWIN SB,4303,,,
1447,717663,210,W,7,37,2462.0,R30.49,30.779,34.14889,-118.055903,0.155,ML,4,BALDWIN 1,4303,,,
1448,717664,210,W,7,37,2462.0,R30.71,30.999000000000002,34.148916,-118.05216599999999,0.62,ML,4,BALDWIN 2,4302,,,
1449,717665,210,W,7,37,2462.0,R30.71,30.999000000000002,34.148916,-118.05216599999999,0.62,HV,1,BALDWIN 2,4302,,,
1450,717666,210,E,7,37,2462.0,R30.95,31.239,34.148635999999996,-118.048053,,FR,3,BALDWIN,4255,,,
1451,717667,210,E,7,37,2462.0,R30.95,31.239,34.148635999999996,-118.048053,0.83,ML,4,BALDWIN,4255,,,
1452,717669,210,W,7,37,2462.0,R31.73,32.019,34.148355,-118.034499,0.6,ML,4,SANTA ANITA 1,4301,,,
1453,717670,210,W,7,37,2462.0,R31.73,32.019,34.148355,-118.034499,0.6,HV,1,SANTA ANITA 1,4301,,,
1454,717671,210,E,7,37,2462.0,R32.06,32.349000000000004,34.146752,-118.029146,,FR,3,SANTA ANITA 2,4256,,,
1455,717672,210,E,7,37,2462.0,R32.06,32.349000000000004,34.146752,-118.029146,0.775,ML,4,SANTA ANITA 2,4256,,,
1456,717673,210,W,7,37,19990.0,R36.3,36.589,34.13492,-117.95930600000001,0.3,ML,4,MOUNT OLIVE DR / 605,4294,,,
1457,717674,210,W,7,37,36826.0,R37.78,38.069,34.129595,-117.935,0.21,ML,4,IRWINDALE 1,4293,,,
1458,717675,210,W,7,37,36826.0,R37.919,38.208,34.130142,-117.932676,0.359,ML,4,IRWINDALE 2,4292,,,
1459,717676,210,W,7,37,36826.0,R38.87,39.159,34.12721,-117.91705900000001,0.51,ML,4,VERNON,4291,,,
1460,717677,210,W,7,37,36826.0,R38.87,39.159,34.12721,-117.91705900000001,0.51,HV,1,VERNON,4291,,,
1461,717678,210,W,7,37,3386.0,R39.52,39.809,34.120999,-117.908877,0.375,ML,5,AZUSA 1,4290,,,
1462,717679,210,E,7,37,3386.0,R39.64,39.929,34.120571000000005,-117.90685900000001,,OR,1,AZUSA SB,4266,,,
1463,717680,210,E,7,37,3386.0,R39.64,39.929,34.120571000000005,-117.90685900000001,,FR,2,AZUSA SB,4266,,,
1464,717681,210,W,7,37,3386.0,R39.62,39.909,34.120813,-117.90718000000001,,FR,2,AZUSA NB,4289,,,
1465,717682,210,W,7,37,3386.0,R39.62,39.909,34.120813,-117.90718000000001,0.19,ML,4,AZUSA 2,4289,,,
1466,717683,210,E,7,37,3386.0,R39.71,39.999,34.120653999999995,-117.90564599999999,,OR,1,AZUSA NB,4267,,,
1467,717684,210,E,7,37,3386.0,R39.71,39.999,34.120653999999995,-117.90564599999999,0.13,ML,4,AZUSA 2,4267,,,
1468,717685,210,W,7,37,3386.0,R40.26,40.549,34.121161,-117.89607099999999,0.6,ML,4,CITRUS,4288,,,
1469,717686,210,W,7,37,3386.0,R41.5,41.788999999999994,34.120839000000004,-117.874498,0.29,ML,4,GRAND 1,4287,,,
1470,717687,210,W,7,37,3386.0,R41.5,41.788999999999994,34.120839000000004,-117.874498,0.29,HV,1,GRAND 1,4287,,,
1471,717688,210,W,7,37,30014.0,R41.68,41.968999999999994,34.120655,-117.871352,0.4,ML,4,GRAND 2,4286,,,
1472,717689,210,W,7,37,30014.0,R41.68,41.968999999999994,34.120655,-117.871352,0.4,HV,1,GRAND 2,4286,,,
1473,717690,210,E,7,37,30014.0,R41.69,41.979,34.120461,-117.87120900000001,,OR,1,GRAND AV,4270,,,
1474,717691,210,E,7,37,30014.0,R41.69,41.979,34.120461,-117.87120900000001,,FR,1,GRAND AV NB,4270,,,
1475,717692,210,E,7,37,30014.0,R41.69,41.979,34.120461,-117.87120900000001,0.6,ML,4,GRAND AV,4270,,,
1476,717693,210,W,7,37,30014.0,R43.1,43.388999999999996,34.117701000000004,-117.847619,,FR,2,SUNFLOWER AV,4285,,,
1477,717694,210,W,7,37,30014.0,R43.1,43.388999999999996,34.117701000000004,-117.847619,0.65,ML,4,SUNFLOWER AV,4285,,,
1478,717695,210,W,7,37,30014.0,R43.1,43.388999999999996,34.117701000000004,-117.847619,0.65,HV,1,SUNFLOWER AV,4285,,,
1479,717696,405,N,7,37,43000.0,.6,24.548000000000002,33.791829,-118.100867,0.495,ML,4,STUDEBAKER,3006,,,
1480,717697,405,S,7,37,43000.0,.6,24.548000000000002,33.79164,-118.10099,0.395,ML,4,STUDEBAKER,3006,,,
1481,717699,405,S,7,37,43000.0,.9,24.848000000000003,33.794536,-118.10486999999999,0.45,ML,4,STEARNS,3007,,,
1482,717700,405,N,7,37,43000.0,1.73,25.678,33.802431,-118.115997,,FR,1,WOODRUFF,3010,,,
1483,717701,405,N,7,37,43000.0,1.73,25.678,33.802431,-118.115997,0.675,ML,4,WOODRUFF,3010,,,
1484,717702,405,N,7,37,43000.0,2.16,26.108,33.802826,-118.12329199999999,,FR,2,BELLFLOWER NB,3012,,,
1485,717703,405,N,7,37,43000.0,2.45,26.398000000000003,33.802865000000004,-118.12831399999999,0.505,ML,4,BELLFLOWER 2,3014,,,
1486,717705,405,N,7,37,43000.0,3.28,27.228,33.805639,-118.141821,,FR,1,LAKEWOOD NB,3016,,,
1487,717706,405,N,7,37,43000.0,3.28,27.228,33.805639,-118.141821,0.35,ML,5,LAKEWOOD 1,3016,,,
1488,717707,405,N,7,37,43000.0,3.28,27.228,33.805639,-118.141821,0.35,HV,1,LAKEWOOD 1,3016,,,
1489,717708,405,N,7,37,43000.0,3.44,27.388,33.806208000000005,-118.144497,,FR,2,LAKEWOOD SB,3018,,,
1490,717709,405,N,7,37,43000.0,3.44,27.388,33.806208000000005,-118.144497,0.27,ML,5,LAKEWOOD 2,3018,,,
1491,717710,405,S,7,37,43000.0,3.82,27.768,33.806934000000005,-118.15113799999999,0.42,ML,5,REDONDO,2048,,,
1492,717711,405,N,7,37,43000.0,4.57,28.518,33.812037,-118.162485,0.3,ML,4,SPRING,3020,,,
1493,717712,405,N,7,37,43000.0,4.81,28.758000000000003,33.813266,-118.16641399999999,,FR,1,CHERRY NB,3021,,,
1494,717713,405,N,7,37,43000.0,4.81,28.758000000000003,33.813266,-118.16641399999999,0.175,ML,4,CHERRY 1,3021,,,
1495,717715,405,N,7,37,43000.0,4.92,28.868000000000002,33.813802,-118.168227,0.325,ML,4,CHERRY 2,3023,,,
1496,717716,405,N,7,37,71876.0,5.46,29.408,33.814415999999994,-118.17753799999998,,FR,1,ORANGE,3025,,,
1497,717717,405,N,7,37,71876.0,5.46,29.408,33.814415999999994,-118.17753799999998,0.447,ML,5,ORANGE,3025,,,
1498,717718,405,N,7,37,71876.0,5.99,29.761999999999997,33.814996,-118.183577,,FR,1,ATLANTIC NB,3027,,,
1499,717719,405,N,7,37,71876.0,5.99,29.761999999999997,33.814996,-118.183577,0.317,ML,5,ATLANTIC 1,3027,,,
1500,717720,405,N,7,37,71876.0,6.27,30.041999999999998,33.816753000000006,-118.18802,0.285,ML,4,LONG BEACH,2535,,,
1501,717721,405,N,7,37,43000.0,6.56,30.331999999999997,33.819612,-118.191829,0.255,ML,5,WARDLOW,3030,,,
1502,717722,405,N,7,37,43000.0,6.56,30.331999999999997,33.819612,-118.191829,0.255,HV,1,WARDLOW,3030,,,
1503,717723,405,N,7,37,43000.0,7.22,30.991999999999997,33.824899,-118.20178999999999,0.425,ML,4,PACIFIC,3031,,,
1504,717724,405,S,7,37,43000.0,7.22,30.991999999999997,33.824728,-118.20188300000001,0.425,ML,4,PACIFIC,3031,,,
1505,717725,405,N,7,37,43000.0,7.22,30.991999999999997,33.824899,-118.20178999999999,0.425,HV,1,PACIFIC,3031,,,
1506,717726,405,N,7,37,43000.0,8.02,31.791999999999998,33.825614,-118.215047,,FR,1,SANTA FE,3079,,,
1507,717727,405,N,7,37,43000.0,8.02,31.791999999999998,33.825614,-118.215047,0.41,ML,4,SANTA FE,3079,,,
1508,717728,405,N,7,37,43000.0,8.69,32.461999999999996,33.825518,-118.22623200000001,,FR,1,ALAMEDA,3080,,,
1509,717729,405,N,7,37,43000.0,8.69,32.461999999999996,33.825518,-118.22623200000001,0.32,ML,5,ALAMEDA,3080,,,
1510,717730,405,S,7,37,11530.0,9.47,33.242,33.825757,-118.24005,,FR,1,WILMINGTON,3076,,,
1511,717731,405,S,7,37,11530.0,9.47,33.242,33.825757,-118.24005,0.47,ML,4,WILMINGTON,3076,,,
1512,717732,405,N,7,37,11530.0,10.66,34.431999999999995,33.832936,-118.25697,,FR,1,CARSON,3082,,,
1513,717733,405,N,7,37,11530.0,10.66,34.431999999999995,33.832936,-118.25697,0.435,ML,4,CARSON,3082,,,
1514,717734,405,N,7,37,11530.0,11.32,35.092,33.840237,-118.26414399999999,,FR,1,AVALON,3083,,,
1515,717735,405,N,7,37,11530.0,11.32,35.092,33.840237,-118.26414399999999,0.46,ML,4,AVALON,3083,,,
1516,717738,405,N,7,37,11530.0,12.57,36.342,33.852884,-118.27968600000001,0.275,HV,1,MAIN,3073,,,
1517,717740,405,N,7,37,,13.31,37.082,33.859338,-118.289828,0.315,ML,5,VERMONT,3046,,,
1518,717741,405,N,7,37,44000.0,13.81,37.582,33.859963,-118.29846599999999,,FR,1,NORMANDIE1,3047,,,
1519,717742,405,N,7,37,44000.0,13.81,37.582,33.859963,-118.29846599999999,0.515,ML,4,NORMANDIE1,3047,,,
1520,717743,405,N,7,37,44000.0,14.34,38.111999999999995,33.859955,-118.307741,,FR,1,WESTERN,3048,,,
1521,717744,405,N,7,37,44000.0,14.34,38.111999999999995,33.859955,-118.307741,0.575,ML,4,WESTERN,3048,,,
1522,717746,405,S,7,37,80000.0,14.96,38.732,33.861990999999996,-118.31825400000001,0.495,ML,4,VAN NESS,2043,,,
1523,717747,405,N,7,37,80000.0,15.43,39.202,33.86453,-118.3259,,FR,1,CRENSHAW BLVD,3049,,,
1524,717749,405,N,7,37,80000.0,16.66,40.431999999999995,33.873958,-118.34285600000001,,FR,1,ARTESIA 2,3050,,,
1525,717750,405,N,7,37,80000.0,16.66,40.431999999999995,33.873958,-118.34285600000001,0.505,ML,4,ARTESIA 2,3050,,,
1526,717751,405,S,7,37,80000.0,16.66,40.431999999999995,33.873847,-118.343065,0.27,ML,4,ARTESIA 2,3050,,,
1527,717752,405,N,7,37,40886.0,17.01,40.782,33.878338,-118.345949,0.43,ML,4,REDONDO BEACH BL,3051,,,
1528,717753,405,S,7,37,40886.0,17.01,40.782,33.878203000000006,-118.346171,0.49,ML,4,REDONDO BEACH BL,3051,,,
1529,717754,405,N,7,37,40886.0,17.52,41.292,33.884045,-118.351506,,FR,1,HAWTHORNE BLVD,3052,,,
1530,717755,405,N,7,37,40886.0,17.52,41.292,33.884045,-118.351506,0.595,ML,4,HAWTHORNE BLVD,3052,,,
1531,717756,405,N,7,37,40886.0,17.52,41.292,33.884045,-118.351506,0.595,HV,1,HAWTHORNE BLVD,3052,,,
1532,717757,405,N,7,37,40886.0,18.2,41.972,33.890483,-118.36048500000001,,FR,1,INGLEWOOD NB,3053,,,
1533,717758,405,N,7,37,40886.0,18.2,41.972,33.890483,-118.36048500000001,0.415,ML,4,INGLEWOOD 1,3053,,,
1534,717759,405,N,7,37,40886.0,18.2,41.972,33.890483,-118.36048500000001,0.415,HV,1,INGLEWOOD 1,3053,,,
1535,717760,405,N,7,37,60018.0,18.35,42.122,33.8919,-118.36246399999999,0.48,ML,4,INGLEWOOD 2,3054,,,
1536,717761,405,N,7,37,60018.0,18.35,42.122,33.8919,-118.36246399999999,0.48,HV,1,INGLEWOOD 2,3054,,,
1537,717762,405,N,7,37,32548.0,19.16,42.931999999999995,33.900921000000004,-118.37031499999999,,FR,1,ROSECRANS EB,3055,,,
1538,717763,405,N,7,37,32548.0,19.16,42.931999999999995,33.900921000000004,-118.37031499999999,0.505,ML,4,ROSECRANS 1,3055,,,
1539,717764,405,S,7,37,32548.0,19.36,43.132,33.903772,-118.370548,,FR,1,ROSECRANS 2,3056,,,
1540,717765,405,N,7,37,32548.0,19.36,43.132,33.903819,-118.370313,0.205,ML,4,ROSECRANS 2,3056,,,
1541,717766,405,S,7,37,32548.0,19.57,43.342,33.90684,-118.37053799999998,0.47,ML,5,137TH,2054,,,
